clean_text,sentiment,language
lies lies and more lies bought an 1800 drone from amazon arrived in their box inside drone wrapped in plastic with stickers all over saying damaged do not accept so amazon knowingly selling damaged goods customer service attitude is no apology no replacement no reason no explanation no compensation just one lie after another we will ring you they don t we will contact you in 5 to 6 hrs they don t so they tell me to wait in for the next 3 days and they will get hermes possibly to pick it up actually don t worry i ll keep it as evidence for a legal case proving they knowingly sell damaged goods and do nothing to accept responsibility and rectify their mistake,negative,en
excellent bought from amazon regular and never had an issue with anything,positive,en
their customer service is horrible their customer service is horrible i spent 1 5 hr today with 3 representatives and they all hang up on me after waiting for them to resolve my issue for so long i specifically asked the last person to call me in case we get disconnected and she verified my phone number but never called me back prime membership went up tp 150 and there is no way to speak to someone if you have an issue i know i won t renew my subscription for sure,negative,en
customer service is very hard to get in customer service is very hard to get in touch with and very unhelpful once you do i suspect that there is one or two people who ruin the experience that should really be fired i remember the voice since changing my phone number it has been completely impossible for me to access my account i have tried to talk to amazon customer service about this five times already and they have neither gotten me access to the account again nor deleted the account as i requested after i gave them an honest feedback on the customer service a specific person provided where i also stated my concern about someone else possibly getting access to my account if they obtain my old phone number and using it to order things i recieve a no reply email stating that amazon has detected suspicious activity on my account where someone tried to order things it seems highly suspicious that this happened exactly after i wrote to customer service about my concern of exactly this happening when it hasn t never happened to me even once during the 4 5 years i ve had that amazon account it seems possible that this was done by the customer service person who got upset with the review i gave i recommend looking into the cause of why this email was sent and firing the person who sent it if it was sent without legitimate cause,negative,en
horrible horrible they suspended my account due to what they say unusual activity bs i ve had my amazon account for many years they should check into the ppl that there hiring for these companies most of them are frauds and scammers then they had the nerve to still charge my card for payments go to hell amazon,negative,en
both customer support seller are both customer support seller are pathetic before making an order i asked them if the item will be deliverable to india international delivery usa to india both customer support and seller said item will be delivered to india but even then before making an order i tried to ask the same question from several customer support and they all said deliverable to india finally i bought 2000 amazon gift card from third party i made an order of laptop dell alienware 17 r4 i used gift card and paid rest of the amount from my debit card following are the details order 113 2215371 0609818order placed october 7 2017alienware aw17r4 7006slv pus 17 gaming laptop 7th generation intel core i7 16gb ram 256gb ssd 1tb hdd silver with nvidia gtx 1070seller beach camera same day shipping they cancelled my order and when i asked customer support they asked me to make order again as there must be some mistake so i made the order again on 10th october following are the details order 113 7252378 8515458order placed october 10 2017alienware aw17r4 7006slv pus 17 gaming laptop 7th generation intel core i7 16gb ram 256gb ssd 1tb hdd silver with nvidia gtx 1070seller beach camera same day shipping they cancelled my order again i again talked to customer support and seller both and really this made me crazy they were giving wrong information offering me 5 20 for all of this trouble amazon customer support do not value their customer s time finally i need to write mail to jeff bezos ceo of amazon and then i came to know this item could not be delivered to india and neither they can refund my amazon gift card as it was bought by 3rd party and neither 3rd party allows any refund so my 2000 became waste now i just sent my 2000 gift card code to jeff bezos as a contribution to improve the amazon pathetic customer support,negative,en
love amazon prime review text not found,positive,en
purchased a gooseneck phone holder purchased a gooseneck phone holder highly recommended by amazon dreadful contraption with not one redeeming feature don t think much of amazon s expensive recommendations,negative,en
not dispatched 3 weeks after order i made an order on 2 of april amazon uk i chose expedited delivery 3 5 days but 2 weeks later item still was not dispatched item fulfilled by amazon i contacted support and first they said some weird thing that item was not delivered because of price change i asked another manager and this manager stated that he will do all that he can but almost one week late 20 of april it still was not even dispatched i canceled the order and write this review disappointed with support and delivery service did not receive any notifications or information regarding when the order can be dispatched,negative,en
i was t happy with the having to return i was t happy with the having to return a whole product when it was just one thing missing i clink a like to make a complaint and that takes you to a page that says page doesn t exist called and got through to someone she couldn t help and put me through to someone they said they are in audible and cannot help they put me through to someone who says amazon doesn t have a complaints department as a protested that i can t believe they don t have a complaints department and i was giving him my email address he says the line is cutting out and cant hear me come on,negative,en
once great now awful for a long time i was really impressed by amazon customer service then it became not so good now they are terrible they have an awful carrier to my area the carrier messes almost all my orders in the beginning they immediately gave me a refund then it took some insisting by my side now they are doing every trick in the book to delay the refund i guess amazon began to implement strict metric to the customer service employees suddenly they are delaying refunds refuse to transfer me to a manager lie about imaginary refunds that i should get disconnect chats etc i tried to find any method to complain about the customer service but couldn t find anything but the customer service itself,negative,en
fast and reliable service from a flashy standpoint all items are awesome it s good quality seems like original parts this is great for those who are lazy to buy in malls,positive,en
i wish a one star was possible i wish a one star was possible this is the third time amazon has taken unauthorised money from my account and then said it does not show up in their system i have emailed after emailed and the service is absolute trash especially for stealing my money what is this a company or one for money laundering do your job don t steal money,negative,en
you gotta be careful using amazon you gotta be careful using amazon they are very slippery when you go to checkout if your not careful they ll charge you for there prime delivery causing you to pay mega money to them they already overcharged a friend of mine by 76 they also recently overcharged me on an order where there platform suddenly started spinning as i paid for my order which then informed me my order didn t go through which resulted in me placing order again which successfully went through to find they had charged me then for two lots of the same order contacted them for the refund and informed it take 5 days to be credited back to my bank account now it s anything up to 14 days for the refund to be credited also amazon charge extortionate shipping costs too just be very careful when using amazon and more so when checking out or you ll end up becoming a prime member and charged prime membership eventhough you don t want it,negative,en
amazon has been billing me for months amazon has been billing me for months for prime i don t have prime when i call their bogus customer service they say u don t see it but my bank statement shows it they take your money but have no answer other then call your bank i will never order here again i rather pay 2 cos the amount still cheaper then amazon robbing your account straight thieves,negative,en
amazon rocks have never had a problem with them,positive,en
return a toy 11 30 20 return a toy 11 30 20called ups they tracked orderorder was returned to amazon 12 3 20called amazon she asking me questions when computer in front of her facedid all that and still have to wait a extra 7 days to get a refund toy box was never opened i ordered wrong age group for 3 yr old toy was 5 11 agewhy the hell would it take 2 weeks for a return i don t understandthank you ups good job amazon do your job you get paid enough and this is not fraudulent review try me 47 13 i m still waiting,negative,en
speechless bought a phone that stopped charging after 3 months sent it back at a cost to myself no prepaid postage offered waited nearly a month to receive it back from f nfix some company amazon must use for repairs but no repair done don t even think they looked at the phone as still not charged so clearly not even been touched absolute shoddy shambles waste of time and money so the usual wait 24 48 hour wait for a bog standard useless reply from customer service don t even know why i m wasting time on a review as reading these here they couldn t care less as long as the money keeps comming in,negative,en
by far the best online delivery by far the best online delivery platform second to non everything i have ordered for the past one year has been up to standard and i m very happy about it,positive,en
used to be 5 now not so much i have been an amazon customer since the mid 90 s i don t expect any company to be 100 amazon is so big now they just aren t trying kindle software stinks the past year customer service is unavailable and no one in charge cares further than the stock price i was a huge fan now i am looking for the competition,neutral,en
i created a wedding gift list with i created a wedding gift list with amazon not only did quite a few items not arrive but to try and trace these items has been a nightmare customer support took forever to acomplish nothing as they couldn t understand the problem or how to solve it eventually i worked out where to find the tracking numbers as i never ordered myself and when providing to amazon they say they can t track it for me the recipient i must contact everyone who sent a gift and ask them to contact amazon i cannot believe that this is the process for a wedding gift list wedding registries elsewhere are far better,negative,en
got charged 15 more on a bag of dog got charged 15 more on a bag of dog food 6kg absolutely disgusting should of done my homework won t be ordering with you again and you gave a delivery date of 31st 2nd september and it arrived this morning after i d found a pet shop that sold the same food yesterday absolutely useless,negative,en
they send out promo codes and when they send out promo codes and when comes to shopping it is not there care for the customer i wanted a printer came to 100 i purchased and cancelled as it wont arrive in time then became a prime member and went to buy shows 129 contacted customer service they can do amend ments to a limited but this alan guy said he can t avoid amazon guys,negative,en
pretty good site but not always lowest prices pretty good site but not always lowest should look around,positive,en
slow slow not what it use to b years ago much more products,neutral,en
i don t think this is a good company i don t think this is a good company they treat their customers very badly,negative,en
best website around i alway head to amazon first when i buy anything and usually they are the cheapest also prime is fantastic,positive,en
driver trying not to spoil christmas our driver left the parcel in his van before knocking on the door because the box had toys written on the side and he wanted to make sure there was no children who could possibly see their christmas present being delivered by somebody who was not santa,positive,en
beware of keeping your card info on file everyone knows amazon but your not allowed to review them only the product i ve had several issues with amazon with the last time now being the last i will use amazon i just happened to look at my bank account and saw a 30 blink charge haven t used my blink cameras since 2022 i called blink they tell me to call amazon this went back and forth 4 times until i called my bank the info on the charge had amazon contact so it was definitely them ended up canceling all my cards and got new ones called amazon back again with info saying it was amazon they tell after 6 phone calls that they see the charge this time they say either friends or family have my card info witch is impossible they only place that had my card i fo was amazon they would not tell me who or what account used my card that s when i decided to erase all my info on amazon and never use them again,negative,en
very good great service all ways fast,positive,en
support the primary business and buy direct there have been problems with 2 out of the past 3 orders i ve made with prime one minute parcels are out for delivery and 3 stops away the next they ve fallen into a black hole and you need to endure 30 minutes of trying your best to communicate with their customer service department who haven t got a clue what you re saying never mind how to resolve the issue moving forward i d rather just wait an extra day or two for delivery and buy direct from the company because i can only imagine amazon will get even worse when we hit december,negative,en
the shocking experience in recent times there have been numerous instances of account closures by e commerce giant amazon without any explanation or proper communication to the affected customers these abrupt closures have left customers frustrated confused and feeling violated a negative trend of unexplained account closures is observed highlighting the negative impact on customers and questioning the ethical practices of a company that prides itself on customer centricity many customers like myself have fallen victim to amazon s sudden account closures without warning or prior notice access to accounts that have been faithfully used for years is abruptly terminated when attempting to log in a message appears stating that the account has been closed with an email notification supposedly sent however in numerous cases customers claim to have never received any such email or any details on how to resolve the situation adding to the frustration attempts to seek clarification from amazon s customer support often go unanswered it is only when customers create new accounts and reach out to support that they receive a response albeit in a rude form the response typically states that the account was closed for violating the terms of the conditions of use agreement however customers vehemently deny any wrongdoing and are left perplexed by the lack of specific reasons for their account closures account closures without proper explanation or justification raise severe concerns about customer rights as loyal patrons who have spent years and significant amounts of money on the platform customers have the right to transparency and fair treatment the sudden termination of access to accounts which may contain valuable digital assets such as e books and audio files feels like a betrayal of trust the alarming trend of unexplained account closures by amazon raises serious questions about the company s commitment to customer satisfaction and respect for customer rights,negative,en
customer service is terrible customer services is terrible prime member and they miss guaranteed delivery dates,negative,en
what is wrong with your employees if i receive one more sales phone call from amazon i would literally loose it 3 days in a row they are calling me from germany every time i start the conversation politely saying there is no amazon in belgium and i don t use their services so they just hang up on you without a word we don t want to talk you you know and yet we still try to be polite to you only so you can be utter jack asses worst customer service amazon you are killing it because of those calls i would never ever make an account and use your rude services cannot even tell you why exactly they called me as they keep hanging up on me before i can even finish a sentence now i don t care if they are underpaid so much,negative,en
terible experience i have barely used amazon made some orders more than one year ago however someone hacked my account and made an upgrade to premium also started to do some shopping luckily i didnt had funds on the card so it wasnt processed they emailed me telling me that they have blocked my account as they noticed unusual activity and to try and reset my password in about 2 h fair enough days have passed and i still couldn t reset my password kepping asking me for an otp which never came called them too while struggling with this and the said that will keep not allow any activity to take place from my account and cancel the premium well one month later i got charged and still no access on my account and i can not verify my account as the dude who hacked it changed the address and the support lady kept asking me to verify my address ho i told her every possible address i could have had ordered from and aparently she said that it is not from my country asked about a refund on the upgrade and to close the account she told me to apply for charge back basically nothing was possible as i couldnt enter my account and i ended up making charge back and cancelling my card as no other friendly way to do it verry disappointed on the quality of support considering the size of the company oh one thing she told me in order to cancel this account i have to create another one with the sane email is that even possible,negative,en
horrible customer service horrible customer service pathetic when you order a product that states a six pack you only receive one i went to customer service three times and i was told to dispose or donate the item my whole family will be deleting prime memberships asap,negative,en
screw bazo a d his tranny gf review text not found,negative,en
couldn t speak to anyone directly review text not found,negative,en
amazon bad service subject complaint regarding refund issues and poor customer servicedear amazon customer service i am writing to you with great dissatisfaction and frustration regarding my recent experience with amazon as a loyal customer i expect a certain level of service which unfortunately has been severely lacking in my recent interactions with your company i made a purchase on amazon using my own funds for an item to my disappointment the wrong size was sent to me not once but three times in order to expedite the process i used the return refunds provided to me in gift card form and immediately repurchased the item however due to the repeated errors made by amazon i finally requested a refund for the item to be returned to my original account to my dismay it took four weeks and multiple attempts to contact customer service to receive a response eventually the refund was processed but contrary to what i was informed it was credited back to the gift card instead of my original account i subsequently reached out to seniormanagers and was assured on four separate occasions that the refund would be transferred to my account within seven days however it has now been an unreasonable amount of time and i still have not received the refund in my original account furthermore when i contacted amazon again to rectify the situation i was informed that they could not refund the money from the gift card which was originally my own money i am deeply disappointed and frustrated by this level of service it is unacceptable for amazon to provide false information and promises regarding refunds causing undue inconvenience and financial loss on my part i kindly request a thorough investigation into this matter and a prompt resolution i expect the refund to be immediately credited back to my original account without any further delays additionally i would appreciate appropriate compensation for the time effort and frustration i have experienced as a result of amazon s errors and poor customer service i value my long standing relationship with amazon and hope that this complaint prompts a change in the way you handle such situations i trust that you will take immediate action to rectify these issues and restore my faith in the company i look forward to your prompt response resolving this matter thank you for your attention to this urgent issue yours sincerely nigel lane,negative,en
it s amazon it s amazon but they are useful,neutral,en
amazon now has the worest customer support and shipping has delay order 113 0371207 8368229amazon now has the worest customer support tram and many shipping has delay i think the support team attitude and persona is changed over the time to the worest support trami used amazon for 17 year the support from many years are very helpful and offer all help he can do and no any one can disconnect the chat over the customer now the associate can close the chat and tell the customer go to hell this is the last time i will use amazon,negative,en
excelent prices and good service excelent prices and good service great delivery congrats,positive,en
i really love shopping at amazon i really love shopping at amazon because any time i have ever had a problem their customer service has always been great about fixing the issue i use amazon for most of my shopping needs except groceries,positive,en
amaz ing on amazing full stop amazing prices amazing shipping time amazing support services amazing site amazing products,positive,en
best online shopping site amazon is the best online shopping site become a prime member and get fast free shipping the wide selection and competitive prices coupled with the fast free shipping make it a no brainer to order on amazon,positive,en
horrible wrong item sent review text not found,negative,en
great service i m really happy of the service i got from amazon good package good product fast delivery the best ecommerce website,positive,en
the service is now non existent the service is now non existent i ve cancelled prime and no longer use amazon what was once the greatest service around with high levels of customer care is now awful and like a junk sale of cheap chinese goods and no customer care,negative,en
very good used many times amazon com it just works fine,positive,en
amazon keeps charging more but you amazon keeps charging more but you get less customer service especially shipping time when i signed up there was guaranteed two day shipping now i m lucky to get one out of ten orders in two days sometimes it s weeks they are convenient but there other choices that give the same shipping time without the 130 yearly fee and their prices aren t better either,negative,en
customer support going downhill customer support going downhill kind of tired of talking to people overseas who can t vocalize selection still great and delivery quick and cheap,neutral,en
used to be you could trust amazon for used to be you could trust amazon for the lowest price i have compared many things to amazon and amazon is no longer trustable to give you a product that is simple to find and the least expensive any more when you search for a particular item and brand amazon will still list all of the type and not by brand,negative,en
the prime items are late all the times the prime items are late all the times i have two accounts and a business account spend over 20k a year every time i order something it gets delayed i ordered a pool for a kids party that was suppose to be here today 07 27 20 for a party on wednesday 7 29 20 i get a notification that the package is going to be delayed for five days because the carrier hasn t picked it up in robbinsville nj i call amazon the customer service tell me that now it s going to be shipped to longhorn pa and then brought back to nj and delivered i live in nj 45 minute from robbinsville just made up stories i think i m getting tired of this crap i wish i could speak to a vp that really cares lou b,negative,en
i am so done with amazon i ended my prime membership because my account was being hacked every time i used it and i did not want payment info on it after months of trying to fix resolve after trying all other options hacking not their fault i then added a gift card to use but amazon won t let me check out with my paid for gift card unless i put another payment method on the account as well even as a guest so another loss i have to this company i will never use amazon again and i was their biggest fan for so long but i m cutting my losses,negative,en
good good friendly service quick and easy,neutral,en
ordered my grandsons birthday gifts ordered my grandsons birthday gifts and a day before his birthday i get a message telling me my package may be lost i was so upset because now i have no gifts for my grandson i m very disappointed in amazon not even an apology and was not able to find those lego sets anywhere else so my grandson didn t get what he wanted for his birthday he was a very sad 5 year old,negative,en
made an order online made an order onlinegot it on time in a different countrywasn t a bad experience,positive,en
repeated losses of deliveries due to repeated losses of deliveries due to their drivers refusal to follow delivery instructions repeated calls to customer service were useless by personnel who do the speak english well and couldn t care less lost money from their poor service,negative,en
fabulous experience with amozon prime delievery i recently bought a school text book art equipment and a reading book i pay for amazon prime and as always my package arrived the very next day which was very useful because i needed the art supplies and textbook for school the next day it was delivered early in the day so i did not have to wait inside for the whole day my items were all in the same cardboard package which is good because it is saving paper so good for then environment overall i was very pleased with this delivery and i will be spreading the word of my positive experience,positive,en
there r no words to describe the there r no words to describe the horrendous customer service from this company in the past 6 mos they have service reps u can t understand and then they always seem to have no ability to actually help u all they can say is we sorry asked for help with a return that wasn t what i ordered and it was opened inside the box and only half of it was there between ups and amazon nothing has been returned or corrected the inefficiency of this company is overwhelming perhaps bezoar needs to take over the reigns again because the new guys isn t running the ship very well at all the service reps suggest that customers should do the service reps job for them and none of the service reps give their real name and no one in that department wants to be responsible this is just one of several issues we now have w amazon truly question why i pay for prime at all the service dept is not a benefit to this company,negative,en
visa card withdrawal subjecting millions of loyal amazon customers to annoying emails and messages for months and forcing us to change credit cards for purchases what a complete waste of time this caused myself and my family unnecessary stress during a time when we have quite enough stress thanks next time possibly you should negotiate with your 3rd parties before making it everyone else s problem,negative,en
delivery has gone badly since amazon delivery has gone badly since amazon decided to start doing their own deliveries never had a problem when they were using 3rd party vendors ups usps my biggest complaint is that now when you order they give you a delivery date usually w in day or two and then the date gets changed sometimes more than once today i was notified that my package was delivered but it wasn t there when i contacted their chat assistant it stated that the package was delivered when i made the next choice that it didn t arrive it immediately responded with some b s that the delivery must have been posted too soon and that i should expect it 3 days from now wth 3 more days really anti trust laws will catch up with amazon at some point and we will have choices for such services in my lifetime not sure,negative,en
placed an order which never arrived placed an order which never arrived contacted customer services who informed me driver had delivered the parcel but had no proof of doing so and have notified me i won t get a refund back i have now cancelled prime and informed them i will never ever use them again horrendously poor service,negative,en
good prime next day deliveries are often late,positive,en
legendary i love reading books always happen to get the best prices and ranges from amazon,positive,en
anything to keep a customer from getting help first of all i feel sorry for amazon customer service representatives the reason being is that they themselves are not responsible for amazon s policies and procedures however it should not take an act of congress to speak to a human being for customer support amazon has made their customer service and return polices so frustrating that some of us just give up in the process this morning i spent 20 minutes trying to get through to a customer service person to get refunded for an item i have now received twice broken to bits because of improper packaging when i got through three days ago after the first arrived i was told that in cases where the item is so damaged and not worth returning they are authorized to make a refund on that item without returning the item my item was a small ceramic cat food bowl only 6 7 cost not worth getting in the car to drive 5 miles to drop off some place in a baggie full of sharp broken pieces the rep at that time assured me that if i wanted a second one it would be better packaged so i agreed well again it arrived just shattered so this morning i got up and attempted to retrace my steps to have someone call me 20 minutes later and how many different help screens i went to i could not find a link so then began the effort to find an actual number after that was accomplished came the wait finally someone from who knows where in the world with a heavy accent answered and i spent another 10 minutes sounding out my issue now very angry sorry amazon agent eventually they processed a refund but now i feel like i just want to dump amazon altogether with all the money jeff bezos makes why does he feel the need to make customer service so exasperating pure greed is the only motivator i can think of in a world that values money more than customer service the idea being that if you frustrate folks enough they will give up really sad,negative,en
amazon prime used to be an excellent amazon prime used to be an excellent way to purchase items that were needed faster than having to wait for other online methods order typically received a couple of days now orders are shipped any number of ways and even the carriers can t track it all is ok unless there is a problem in that case amazon provides horrible customer support i have an important package that i desperately need out in the void somewhere usps doesn t know where it is and amazon doesn t care can t get a refund another item shipped can t do anything but wait so the item i trusted would be delivered in a couple of days now will be a week or more,negative,en
we have had a few issues with parcels we have had a few issues with parcels being left outside in the garden without any attempt to ring our door bell but we really appreciate them still operating and the drivers putting themselves at risk to get everyone s deliveries to them thank you so much i order a lot of my ingredients and household items from amazon so really appreciate it thanks,positive,en
always performs to expectation can always find what i want at good prices with good delivery i like the review process as well,positive,en
very poor customer care from amazon avoid ordered two pulse oximeter one was faulty the other poorly constructed and non functioning the latter sent broken with loose parts stated can t return as medical device but they accepted the first one another pulse oxyimeter so their statement that no medical devices are returnable is false breaking uk law re 14 day distant selling regulation is not prudent the non return was never made clear on website prior to ordering phoned in two occasions the amazon put the phone down really poor service as needed to turn item and get a replacement contacted manufacturer nonin who do not respond again poor advice from amazon to contact them avoid nonin and be really careful about returns back to amazon this is not the worlds most customer centric company,negative,en
amazon shipped me the wrong item amazon shipped me the wrong item it was not even close they shipped it for amazon com not amazon ca where i ordered it from i had to pay shipping for the return they gave me back the purchase price plus 2 the shipping cost me 14 so i am out 12 and they do not allow me to give a negative review because it was not a review of the item,negative,en
i order 3 hour meter box i order 3 hour meter boxnone of the 3 are okquality is not there the screen does not powerup very bad like we use to say made in china pay cheap get realy realy cheap,negative,en
can t abide censorship can t abide censorship no matter what the subject have closed my account,negative,en
customer service doesn t raised ticket customer service doesn t raised ticket of desired concern after lodgeing a complaint and they even laugh on customer on call and they will take time and afterwards they don t provide proper resolution and they disconnected call from their end according to their will amazon customer service is to worst is not describable,negative,en
waste gift cards they are proving a gift card which can t be redeemed if we try we ll get a error message stating that there s some error try after some times tried the same for the past 10 days no use waste of time,negative,en
please don t trust them they scam money please don t trust them i had an email as they done a mistake and charged me 3x times in total for prime they will return money as their mistake comes an email confirming it then no money when you try to speak advisers cut the call and drop out the chat saying they don t care and is jot their problem i ve added email in hope that person sees who said conformed and then refused to answer hello this is klei the associate who assisted you earlier thank you for the warm approach you gave on our conversation i looked into your account and see the 12 99 charge you mentioned was processed for your amazon prime membership renewal after the free trial has ended i ve confirmed your amazon prime membership has been canceled you ll receive a refund of 350 73 for the amazon prime membership fee refunds typically process within 3 5 business days and appear as a credit to your payment method we look forward to seeing you again soon thank you for your inquiry best regards klei a,negative,en
i hope it is free on this site to write i hope it is free on this site to write a review seeing as amazon you have to spend 50 with your card to be able to write a review now if i go to one of these fast food places order a cookie and not like it or whatever reason i can write a review for free or the cost of the cookie but seriously 50 dollars to write a review is b s,negative,en
every time the amazon delivery drivers every time the amazon delivery drivers drop off packages at my apartment building they buzz every apartment it has become increasingly bothersome to several other tenants so i tried to contact amazon about it they told me unless i had the persons name and order number there is no way they can fix the issue which i don t have needless to say most of us have stopped ordering on amazon as they will do nothing to fix this issue,negative,en
i have never not been satisfied with their service amazon have always been very reliable for me i have never not received my orders in time and to my surprise they have actually delivered earlier than expected at no extra fee so overall always satisfied however i have never had a need to contact customer service so i can t really comment on this area of their business operations but the fact that i have never had to contact them also says a lot,positive,en
amazon s customer service efforts have amazon s customer service efforts have really deteriorated the past few months they can no longer process simple returns i have received inaccurate information on numerous occasions they can t provide information regarding whether returned items were received or are if refunds are in process,negative,en
touring the cotswolds this book published in 2019 is a bijou an incomparable absolute must,positive,en
appalling customer service i purchased a small radiator cover from amazon for 37 and absolutely loved it i wanted another one for on my landing upstairs i went to order the same again and the price had jumped from 37 40 i went upstairs to take measurements before i placed an order and to my frustration it had shot up to 42 25 how can this happen in a few minutes i telephoned customer services at amazon only to be told it was an offer i told them to cancel my order on principle as they wouldn t do anything about it they expect you to measure up correctly yet raise the price twice in 5 minutes whilst doing so i m absolutely appalled at the service price rises i feel like cancelling my prime membership,negative,en
i have ordered for years i have ordered for years i have never had a problem until the past year orders don t arrive when they are supposed to i was paying for prime but stopped because i never got them on time and i would put my payment on to be taken out you never took it out until days later i do t keep my credit card on there because i had purchases on my card i didn t order and had to call my credit card company very disappointed in the way you treat your customers i know a lot of people that have stopped using amazon for the same reasons i have had with you the whole year it won t let you pick that,negative,en
amazon delivery service is bad amazon delivery in this area just started their service in this area is really bad 2 of 3 recent orders using amazon delivery have been lost or late the items are needed for a remodel project every time they don t deliver on time or not at all they project falls behind,negative,en
waited 16 hours for my order never waited 16 hours for my order never delivered they,negative,en
highly recommend i have be buying from amazon uk for many years their service is excellent their prices are very very competitive it is one online site that is totally secure trust worthy no hassle if a product might not be to your liking their customer service staff are friendly very helpful i can highly recommend amazon uk as my favourite online shopping venue,positive,en
discusting customer service and discusting customer service and misleading and false advertising about a product i recently bought from there i ordered a blanket and when it was delivered it was tiny not even a blanket it was a patch of fabric it didn t even cover one of my legs and i am a slim person,negative,en
worst idea to shuffle music worst idea to shuffle music cancelling soon if not changed back hello apple,negative,en
absolutely terrible customer service absolutely terrible customer service not like they used to be at all won t be buying from them anymore,negative,en
low quality products and service we bought the futon sofa dhp brent futon grey linen for 158 plus tax without looking the reviews unfortunately many of the buyers claim that foundation of one of multiple legs were not strong enough and broken while assembly or even before it is assembled so like other buyers one leg of our sofa is broken within a month or two i contacted amazon customer service and they opened a return case ups guy came to my apartment saw the sofa and told he cannot pick it up because it must be packed i never thought of keeping the box of a sofa would you would you keep a huge box in a 1 bedroom apartment also why should i bother to dismantle a sofa for hours i have some things to do while trying to feed my family on a graduate student salary so i asked amazon to refund me directly or send someone to fix it or take it or whatever he wants at the end i have paid almost 180 to a sofa i could only use for 4 months when i was expecting to use it for a couple of years at least i deleted all my credit cards from the website and i will cancel my membership,negative,en
5 stars for disappointing company 5 stars for disappointing company i m so disappointed with customer service prime and quality of many purchases i agree with many of other reviews as prime has seriously gone downhill along with customer service i would give no stars if i could so disappointing to support a business from the get go only to be treated like sh when they grow i think it s time to shop elsewhere and if it cost more it ll be better than all the frustration with this bullsh,negative,en
using amazon third party suppliers can be expensive and inconvenient if you need to return the goods i am writing specifically about the returns system when using an amazon third party supplier beware that you are likely to be charged postage out and you will also have considerable inconvenience and cost in returning the package i bought a tupperware small bread smart through amazon via high street tv 4 out and 7 return using the post office and had considerable inconvenience i will avoid going outside of amazon direct under all circumstances in the future,negative,en
very bad customer service disrespectful so i was trying to verify my code on my tv to watch a movie through my prime account the indian lady kept telling me my account was expired and i needed to pay yet i had it pulled up on my phone and was watching it and i told her this twice and she kept ignoring what i was saying refusing to help and then she hung up on me and so i was able to get it working on my tv myself so i called the same number back and got an indian guy bc i was upset i got hung up on and accused of not paying my bill when i clearly had and have the receipt from my credit card to prove it as well and when i called back to explain this the indian fella hung up on me too just very poor customer service i usually don t complain or call to make a report but this was really rude and disrespectful so i did and got the same treatment so i suggest not using this dumbass company,negative,en
i am an amazon junkie for life i am an amazon junkie for life for the last 3 years i have purchased designer frames and then put my prescription in them but i also buy movies lotions hair products that s what so great about amazon you can buy everything and receive your item so fast i really feel sorry for other companies they cannot go up against what amazon is offering,positive,en
amazon are are waste of space and time amazon are are waste of space and time due to re ordering the same product twice from the same company which was not at fault but the delivery company have supposedly delivered them and it was handed to the resident at my location it didn t matter i have cctv to prove they didn t and i asked around and i was also in both times they also wanted a crn from the police before investigating to which they said a it is a civil matter b no theft occurred if it didn t get delivered to the address ending up with a loss as it was from a gift card text chat is a waste of time and the customer service team and team leader are a joke and hard to understand with there broken english and reading from a sheet in future i will use there platform to find a product and then order direct,negative,en
it s strange shop area it s strange shop area which proposes many opportunities but with bad algorithm fraud mechanism doesn t allow buy present for someone,negative,en
